,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
321,321,Vera Bradley eyeglass case,2,Vintage & Collectibles/Accessories/Eyewear,Vera Bradley,10.0,0,Vera Bradley eyeglass case! Has zipper Brand new!! Any questions please ask
322,322,!ship free! iphone 5pcs cables-pk,1,Electronics/Cell Phones & Accessories/Cables & Adapters,,8.0,1,"Immediate purchase　OK?? FREE SHIPPING?? ［Features］ Charge And Sync [Length] 3.3ft [Package included] as illustrated in this picture ［condition］ 100% brand new ＊3rd party product [Compatible With] iPhone SE/iPhone 6/iPhone 6s/iPhone 6 Plus/iPhone 6s Plus/ iPhone 5/iPhone 5S/iPhone 5C/iPhone 4/iPhone 4s / iPad Pro/iPad Air2/iPad Air1/iPad 4/iPad 3/iPad 2/iPad 1/ iPod touch 5th/iPod touch 4th/iPod touch 3rd/iPod touch 2nd/ Will ship in 2-3 days. I use usps and will provide tracking information. I ALWAYS ship out same day or at the latest, within 1 business day. BUT USPS delays are out of my control, please understand! THANK U!"
323,323,Colorescience spf powder + brush,1,Beauty/Makeup/Face,,8.0,1,Travel size
324,324,Pink & Black Yoga Pants,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,11.0,1,No description yet
325,325,Tv wall mount,1,"Electronics/TV, Audio & Surveillance/Gadgets",,21.0,0,Brand new in box
326,326,LULAROE TC legging. HTF!!!,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,69.0,0,Brand new!!
327,327,Nike dri fit leggings size small,4,"Women/Athletic Apparel/Pants, Tights, Leggings",Nike,25.0,0,Good condition has small pocket on back and zippers on bottom. Great workout leggings
328,328,Old Navy Jean Jacket,2,Women/Coats & Jackets/Jean Jacket,Old Navy,23.0,0,Never worn just took tags off and hung it in closet Stretch material size XL
329,329,PINK Ultimate Yoga Leggings,4,"Women/Athletic Apparel/Pants, Tights, Leggings",PINK,14.0,0,"Used, 2 small holes shown in pic 4 on back of thigh bellow butt, minor pilling between legs, size M, skinny leg, black."
330,330,(M) 7 VS/VS PINK Items,3,Women/Pants/Other,PINK,39.0,0,[rm] for all. Will post separately later if not sold. 7 Victoria's Secret PINK Items: 1 yoga 1 legging 1 pant 1 tank 1 long sleeve shirt 1 sweater 1 jacket I have not yet checked their conditions. Later when I post separately I will price each according to their condition. But in the bundle it is cheaper. Posting as bundle for the 10% Off discount.
331,331,Comfort Colors!,2,Women/Tops & Blouses/T-Shirts,Comfort Colors,14.0,0,Super cute t-shirt!
332,332,0g tunnels,3,Women/Jewelry/Earrings,Hot Topic,6.0,1,No description yet
333,333,TODDLER LOAFERS,2,Kids/Boys 2T-5T/Shoes,,21.0,0,"ROYAL BLUE Loafers, GREAT CONDITION, LIKE NEW , THEY DON'T HAVE THE SIZE LISTED IN THEM . MY NEPHEW WORE THEM AND HE IS A SIZE 7-8"
334,334,Halloween Tree,3,Home/Seasonal Décor/Halloween,,22.0,0,"Super cute purple glitter Halloween tree with battery operated lights and 4 ornaments and 5 pumpkin light covers. The top and base separate for easier storage. Tree is about 20inches tall and perfect for an office or small table. Tree is in great shape. Doesn't come with batteries but I do have the original instruction manual. Tags: Spooky, goth, witches, spiders, cobwebs, black cats, pumpkins, fall"
335,335,Eyelash Growth Serum,1,Beauty/Makeup/Eyes,,9.0,0,Eyelash Eyebrow Growth Rejuvenating Serum Eyebrows will take Longer to Grow Eyelashes will Grow and Thicken in 2-3 Weeks! Originally [rm] Lowered to [rm] Safe for Sensitive Eyes and A Lot Safer than Eyelash Extensions Makes a Huge Appearance Difference Fast Results! #eyelashes #longlashes #growth #rejuvenator #thick # Grow #serum #makeup #eye #eyemakeup #eyelashextensions #safe #sephora
336,336,Rae Dunn Icon Savor Ovals (3),1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,31.0,0,Brand new. Experienced shipper. New here but not new to selling and shipping.
337,337,NEW Coach Ray Outline Sig High Tops,1,Women/Shoes/Fashion Sneakers,Coach,56.0,0,Coach Ray Signature High Tops. NEW never worn. Authentic. Size 6. Black with a bit of gold. Original price is [rm] plus tax
338,338,MILK PENCIL CASE,1,Other/Office supplies/School Supplies,,11.0,1,"Very Cute pencil case that looks like a carton of milk Tag: kawaii, pen case, pencil case, school supply, cute, milk pencil case, office supply"
339,339,Nike Pros,3,Women/Athletic Apparel/Shorts,Nike,13.0,0,Dri-Fit The bottom of the N wore off a little
340,340,Miss me sz 28,3,Women/Jeans/Boot Cut,Miss Me,24.0,0,There are a few flaws as seen in 3rd picture. Bottom of legs and a black spot on front of left leg.
341,341,Nivea lip balm,1,Beauty/Makeup/Lips,,4.0,1,Brand new never opened
342,342,Stainless Steel Window Canister Set,3,Home/Kitchen & Dining/Kitchen Utensils & Gadgets,,19.0,0,"LhAll in great condition, hardly used"
343,343,Maxi ribbed tank dress size sm,2,Women/Dresses/Full-Length,,10.0,1,Never worn too big on me. Somewhat thick material.
344,344,Gymshark crop bundle -L,1,Women/Athletic Apparel/Shirts & Tops,Gymshark,45.0,1,"One black top, one plum top- both size large"
345,345,Tory Burch Gladiator Sandals 6.5,3,Women/Shoes/Sandals,Tory Burch,76.0,0,Tory Burch Gladiator Sandals 6.5. Tan Suede real zip Gladiator type sandal. Leather sole. Made in Brazil-Authentic. Good used condition.
346,346,Rae Dunn tea canister,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,60.0,0,Item is new and unused. I am not responsible for any damages during the shipping process. Ships via FedEx which may take slightly longer than usps.
347,347,H&M Polka Dot Nude Dress,2,"Women/Dresses/Above Knee, Mini",H&M,14.0,0,"■▪ H&M Polka Dot Nude Dress ▪■ CUTE, COMFORTABLE, HAS POCKETS ▪No flaws ▪SIZE small ▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪ Similar Styles melville express urbanoutfitters free people zara f21 forever 21 modcloth vintage"
348,348,Lipsense Bombshell,1,Beauty/Makeup/Lips,SeneGence,22.0,0,"Never used, new. I don't sell lipsense. Bought and never used"
349,349,Adidas runner,4,Men/Shoes/Athletic,Adidas,40.0,1,No description yet
350,350,Stussy vintage dot Ragland LARGE,1,Men/Tops/T-shirts,,33.0,0,Brand new with tags white/burgundy
351,351,LuLaRoe Halloween Frankenstein Leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,24.0,0,LuLaRoe Leggings One Size Halloween Frankenstein Print New Without Tag Never Worn Or Washed
352,352,2-Mens XXL Cruise Ship T-Shirts NWOT,2,Men/Tops/T-shirts,,9.0,0,"2-Mens XXL Cruise Ship T-Shirts. Grey-Royal Caribbean on Pocket Embroidered, blank back, NEW WITH TAGS. White-Soverign of the Seas, graphic on front, back blank NWOT"
353,353,Ralph Lauren Blake Shirt L,3,Men/Tops/Button-Front,Ralph Lauren,18.0,1,"No damage, light aqua, flat chest 27""."
354,354,Buckle Jacket,2,Women/Athletic Apparel/Jackets,,31.0,0,No description yet
355,355,Solar Powered Owl Bobble,2,Home/Other/Other,,5.0,1,Solar Powered owl Bobble
356,356,Vera Wang Lovestruck perfume,2,Beauty/Fragrance/Women,,21.0,0,Never used at all
357,357,Murad Skincare Lot,1,Beauty/Skin Care/Face,Sephora,14.0,1,Murad Skincare Lot Includes: Murad Essential C Cleanser 1.5 oz Murad Instant Radiance Eye Cream .12 oz Murad Rapid Age Spot and Pigment Lightening Serum .25 oz Murad Invisiblur Perfecting Shield 2x .17 oz Foils: 2x Murad Invisiblur Perfecting Shield
358,358,Toms size T9,3,Kids/Girls 2T-5T/Shoes,,17.0,1,"Used only a couple of times, like new!"
359,359,Express Peplum Top,3,"Women/Tops & Blouses/Tank, Cami",Express,10.0,1,Blue and black peplum tank top from express with zipper closure. Great condition.
360,360,Vintage Action Figures,3,Kids/Toys/Action Figures & Statues,,11.0,0,"Wolverine, Skeletor, Superman (missing cape), Captain America"
361,361,Zara baby boy sweater size 18/24,2,Kids/Boys 0-24 Mos/Tops & T-Shirts,Gap,12.0,1,Zara pumpkin Halloween sweater Worn for a few mins
362,362,Ben Nye,3,Beauty/Makeup/Face,,12.0,1,Used twice.
363,363,Nike roshe Shoes For Boy,3,Kids/Boys 2T-5T/Shoes,Nike,24.0,0,Size 11.5 They are in verry good conditions verry little wear. I love this shoes but they are too small for my baby boy!!
364,364,Bath & body works cool citrus basil,2,Beauty/Skin Care/Body,Bath & Body Works,34.0,0,Bath and body works cool citrus basil 8oz body splash full and like new From my personal collection Price is firm Bundle to save on shipping
365,365,Marc jacobs Pretty Nylon Backpack Black,2,Women/Women's Handbags/Backpack Style,MARC BY MARC JACOBS,106.0,0,Perfect condition!
366,366,Women's Nike Dri Fit Shorts,1,Women/Athletic Apparel/Shorts,Nike,15.0,1,• FREE SHIPPING! • brand new with tags • size medium
367,367,New Adidas Baseball Cleats/Spikes/Shoes,2,Sports & Outdoors/Footwear/Cleats,Adidas,40.0,0,"Adidas Men's/Boys Baseball Cleats / Spikes / Shoes Brand New - Never Worn Size 8.5 Men's Color: Black and White Rubber/Plastic Cleat Material From a smoke free, pet free home."
368,368,North Face Polartec Fleece Jacket,3,Women/Coats & Jackets/Fleece Jacket,The North Face,16.0,1,"Light Blue, Size medium women's. Light pilling, price reflected. Chest measurement: 22 "" Length"" 23.5 "" Coat"
369,369,Size Small Southern Boutique Tank,3,"Women/Tops & Blouses/Tank, Cami",,11.0,1,Size Small but runs big! Could easily fit a medium.
370,370,3 new pairs pink socks and free ty gift,2,Women/Athletic Apparel/Socks,PINK,8.0,1,3 new pairs pink socks and free ty gift and free shipping
371,371,On hold for Angel,2,Women/Tops & Blouses/Blouse,,7.0,1,Selling super cute blue boho top with flared sleeves. Can be worn with high waisted pants or mid rise. Super comfortable
372,372,Brandy Melville Indian skull crop tank,3,"Women/Tops & Blouses/Tank, Cami",Brandy Melville,9.0,0,One of the classic Brandy Melville designs! Super cute crop tank top. Some light pilling on the top as pictured due to the soft fabric and worn around 5 times. Priced to reflect the wear! MSRP [rm] No trades. Bundle to save!
373,373,Blue Flame Black bikini top Medium,4,Women/Swimwear/Two-Piece,,5.0,1,Preowned. There are signs of use but there is plenty of life left Elastic halter style
374,374,Nwt Men's 32x30 Jeans,1,"Men/Jeans/Slim, Skinny",Carbon,12.0,0,Dark wash.
375,375,VS PINK LOGO BAND BOYSHORTS,1,Women/Underwear/Panties,PINK,16.0,1,BRAND NEW TAGS ATTACHED VS PINK LOGO BAND BOYSHORTS SIZE MEDIUM!! PRICE IS FIRM!!
376,376,2 Liz Lange maternity dresses new medium,1,Women/Maternity/Dresses,Liz Lange,9.0,0,2 Liz Lange maternity dress Medium Approximately retail [rm]+ Bundle wholesale boxes 1. Please note the line through the tags (This doesn't hurt the item it is to prevent returning to the store since this is overstocked items still being sold at retail in many locations) 2. Pricing is firm this is close out pricing 3. I can't switch for items in another box or add subtract items 4. Ask questions before purchasing :) Follow me I have more boxes to list. Great for resale Box number 33 For shipping purposes
377,377,Lululemon skinny women's pants size 6,3,"Women/Athletic Apparel/Pants, Tights, Leggings",lululemon athletica,40.0,0,"Lululemon Run Inspire Crop Skinny Women's Pants 6 FAST SHIP! Great. Measurements taken by hand: Waist Laying Flat Across a Ruler: 13.5"" inches. Inseam: 20.5"" inches. Leg Opening: 5"" inches."
378,378,Reserved For Aria donotbuy! Only Aria,1,Women/Jewelry/Bracelets,Kendra Scott,165.0,1,NWOT Rare Mystic Bazaar Pinch Bracelet Set in Rhodium w Howlite & clear stones. Excellent condition. I have several of these I will post. Price is firm
379,379,Camouflage Pants,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,56.0,0,"-Camouflage colors -Size small -Brand new Freddy Jeggings -100% authentic **If you have any questions, feel free to comment**"
380,380,New Royal Blue HH Scrub Set Large Tall,1,Other/Daily & Travel items/Health Care,,28.0,0,New medical nurse uniform scrubs Set healing hands Ashley pant large Tall style 9022 paired with Britney top size large; royal blue
381,381,1 new iPhone and iPad charger,1,Electronics/Cell Phones & Accessories/Chargers & Cradles,,5.0,1,"1 iPhone charger 4 all 5's and 6's+iPads One hundred 100% new generic 8 pin cables Pictures were taken by myself, so this is how the real item looks like. All have been tested and work 100% guarantee. If you are interested in more than one i will do deals price is based on one with free shipping if purchasing multiple they are not [rm] dollars each they would be [rm] per additional cable. Message me for multiple if interested and can make a post for you if interested!! Thanks for purchasing! Please let me know if you have any problem with the items. We usually ship the item at the same day when you purchase Color: white Length:3 FT / 1 M Type:8 Pin to USB Cable Weight:0.4 oz each for Apple:iPhone 5  iPhone 5s  iPhone 5c  iPhone 6  iPhone 6 Plus  iPod Touch 5th Generation  iPod Nano 7th Generation"
382,382,2 pairs born and soft sandals size 9,3,Women/Shoes/Sandals,Born,16.0,0,Two pairs of sandals one born one soft
383,383,Tye Dye Ivory Ella Long Sleeve,2,Women/Tops & Blouses/T-Shirts,Ivory Ella,13.0,0,No description yet
384,384,NIP extra large VS PINK SHERPA BLANKET,1,Women/Other/Other,PINK,61.0,0,"Last one! Priority Shipping included Brand New in Online Packaging Sweet dreams guaranteed–this super soft snuggly blanket instantly brightens up your dorm room or bedroom. Faux fur on one side, plush on the other. Softest Blanket ever! Faux-fur on one side 60""W x 72""L Imported polyester Victoria's Secret PINK"
385,385,MVMT Movement Watch Tan white,2,Men/Men's Accessories/Watches,,23.0,0,Brand-new never worn Beautiful luxurious watch but I wear a Apple Watch regularly so I am selling this one It retails for [rm] so you getting an amazing price here
386,386,Victoria's Secret Swim Suit,3,Women/Swimwear/Two-Piece,Victoria's Secret,25.0,0,Good used condition!
387,387,Cozy Boots,3,Women/Shoes/Boots,Canyon River Blues,14.0,0,"Women boots by Canyon River Blues, size 10, used once, good conditions"
388,388,Green Off Shoulder Long Sleeve Blouse,1,Women/Tops & Blouses/Blouse,,15.0,0,Loose fitting.
389,389,NWOT Lularoe OS Chevron Disney Rose,2,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,28.0,1,Smoke and pet free home. Fast shipping.
390,390,nails and nail polish set,1,Beauty/Makeup/Nails,,3.0,1,Comes with both.
391,391,Victoria's Secret Red/Coral Garter Skirt,2,Women/Underwear/Panties,Victoria's Secret,8.0,1,This is a super cute garter skirt from Victoria's Secret. It is a bright red color with coral accents. It is in perfect condition and comes from a smoke free home :)
392,392,White Versace Sun Shades,1,Men/Men's Accessories/Sunglasses,,25.0,1,White frame with gold accents and tinted lens
393,393,BB cream,1,Beauty/Makeup/Face,Neutrogena,9.0,1,"Brand new in box Bb cream daily Moisturizer with sunscreen SPF 30 Light/medium Brand new Tinted Moisturizer Acne treatment Fair **Please only purchase if you plan to rate in 3 days or less after receiving your items. ###No Holds###. Follow me- I'm always adding new things! **Shipping time (dropping at post office) is usually 1-2 days, Monday-Saturday. Purchases on Friday may sometimes ship Saturday or could possibly be Monday. **I provide tracking with all purchases. Please ask me about bundling multiple listings to save on shipping. Thank you for shopping!!"
394,394,New NY Giants Women's Bling Jersey Top S,2,Women/Athletic Apparel/Shirts & Tops,NFL,21.0,0,"BRAND NWOT NFL Team Apparel Women's NY Giants Fitted Lace Up Jersey Top Red Lace-Up and Bling Letter Detail Mesh Panels Team Jersey Material, Super flattering fit SIZE SMALL Removable sticker tag still attached to sleeve but has a bit of wear from storing- see photo No tears or pulls- brand new"
395,395,Nwt VS PINK TOTE,1,Women/Women's Handbags/Totes & Shoppers,Victoria's Secret,15.0,1,"New with tags Victoria's Secret PINK logo tote / beach bag, pink and orange"
396,396,LL Bean Kids Sz 1 Winter Snow Boots GUC,3,Kids/Girls 2T-5T/Shoes,,16.0,0,"Lots more where left for these winter snow boots, snowmobile boots, all purpose warm, cozy – cold weather boots. Fleece lined."
397,397,Victoria secrets perfume,1,Beauty/Fragrance/Women,Victoria's Secret,15.0,1,No description yet
398,398,NWT Lularoe 3XL Randy,1,Women/Tops & Blouses/Tunic,,45.0,1,Smoke free and dog friendly home. New and unworn Randy
399,399,Under Armour Tank,1,Women/Athletic Apparel/Shirts & Tops,Under Armour,13.0,0,"Neon green UA fitted tank NWT! Womens M CHECK OUT MY CLOSET for other items like nike shoes, lululemon headbands, Calvin Klein Jacket, magaschoni cashmere, khakis, vs pink panties, leggings, etc"
400,400,Silk blouse 2,3,Women/Tops & Blouses/Blouse,Banana Republic,9.0,0,Size Small Banana Republic. Citronella/gray camo. Very gently use
401,401,Tankini,2,Women/Swimwear/Two-Piece,,12.0,0,Polka dot tankini top
402,402,Guess blue bandage dress,1,"Women/Dresses/Above Knee, Mini",GUESS,32.0,0,New with tags size small
403,403,Brand new Mugs by Rae Dunn Collection!,1,Vintage & Collectibles/Housewares/Ceramic,,51.0,0,"In ""I Woke Up Like This"""
404,404,F21 satin bralettes sz medium,3,Women/Underwear/Bras,FOREVER 21,8.0,1,Both have only been worn and washed once. The tags have been cut out tho.
405,405,Moana DVD,1,Electronics/Media/DVD,,17.0,1,Brand new DVD bought for my sister and couldn't return it.
406,406,Hello Kitty by Loungefly,1,Women/Women's Handbags/Shoulder Bag,Hello Kitty,31.0,0,"Kawaii style multi color canvas/faux leather Hello Kitty tote by Loungefly. Hello Kitty is on the front and the back along the sides. It also has dangling charms on one strap and features her signature bow in metallic pink and polka dots. Looks very similar to Tokidoki Hello Kitty. Bag is new with tags and has never been used. Come check out my other listings. I sell a little bit of everything and lots of well known brands such as Lilly Pulitzer, Too Faced, Nike, Imaginext, Star Wars, Lularoe and Shopkins just to name a few."
407,407,Authentic blue and black nike foams 7c,3,Kids/Boys 0-24 Mos/Shoes,Nike,56.0,0,Authentic blue and black nike foams size 7c good condition
408,408,Charlotte Russe Lace dress,2,"Women/Dresses/Above Knee, Mini",Charlotte Russe,9.0,0,No description yet
409,409,Smart watch for android and iOS,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,,13.0,1,Works with android and IOS. A lot better than those other smart watches! Looks like the iwatch. Very nice!
410,410,Michael Kors Sandals,1,Women/Shoes/Sandals,Michael Kors,56.0,0,New With Box Michael Kors Warren Thong Leather Color Watermelon 7M
411,411,My little pony Friendship is magic set,1,Kids/Toys/Dolls & Accessories,Hasbro,15.0,1,New in box. Box is little damaged on top otherwise all good.
412,412,HP 952 XL HP 952 COLOR,1,Other/Office supplies/Ink & Toner,HP,59.0,0,Combo pack new Black xl Cyan Magenta Yellow expiration Dec. 2017 Retails [rm]
413,413,Necklace,3,Vintage & Collectibles/Jewelry/Necklace,,100.0,1,Ruby and diamond flat chain necklace it is 10kt beauty and weighs approximately 3.5 grams. The chain in the above picture number three shows a minor fixable flaw in the chain. It is so tiny you would miss it seeing it. So I am offering a discounted price incase you want to fix it.
414,414,10ft red nylon braided cable for apple,1,Electronics/Cell Phones & Accessories/Cables & Adapters,,5.0,1,"red cord 9 pin lightning Charger, 3m 10ft Nylon Braided lightning cable Data Sync and Charging Cable for apple iphone itouch Brand new never used Perfect as a back up in your purse, car or work! Fast and free shipping"
415,415,Kylie Jenner Birthday Edition Lippies,1,Beauty/Makeup/Lips,,16.0,1,"FREE SHIPPING + BRAND NEW Kylie Cosmetics Matte Lipstick Mini Kit is the perfect way to take your favorite matte lipstick to go. The Liquid Matte Lipstick has high intensity pigment for an instant bold matte lip. The extremely long wearing lipstick contains moisturizing ingredients for a comfortable, emollient and silky feel that does not dry your lips out."
416,416,2 pair men's superman socks. Free ship,1,Men/Athletic Apparel/Socks,DC Comics,10.0,1,Two pair men's socks. I pay shipping you save. Bundle and save more. Do not ask for discount unless buying two or more items. Smoke pet free home. New with tags Buy superman socks n And get batman socks for five dollars more
417,417,eyebrow and bikini line trimmer / Razor,1,Other/Daily & Travel items/Personal Care,,5.0,1,"Select Lash eyebrow and bikini line trimmer Stainless Steel Rust Free Smooth & safe eyebrow trimmers for beautiful eyebrows! Safety guards to protect your skin from cuts and razor burn For shaving facial hair, eyebrows and bikini line! Stainless Steel Rust Free 3 in each package Smooth & safe eyebrow trimmers for beautiful eyebrows! FAST FREE SHIPPING Tags: eyebrow kit Eyebrow razor"
418,418,Nike Just do it leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Nike,20.0,0,Like new
419,419,Younique Splash Liquid Lipcolor,1,Beauty/Makeup/Lips,Younique,16.0,0,New Splash Liquid Lip-color in Spontaneous. A rich berry shade. These are long lasting matte lip colors.
420,420,SZ 11 jeans,3,Women/Jeans/Boot Cut,Angels,7.0,0,"Gently worn size 11 jeans and or 31"" waist jeans."
421,421,Victoria's secret PINK boyfriend med,4,Women/Athletic Apparel/Tracksuits & Sweats,PINK,20.0,1,"Medium vs pink boyfriend pants, well loved"
422,422,Japonesque solid brush cleaner,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,,12.0,0,Brand new with seal! 0.493 oz Solid makeup brush cleanser with gentle goat-milk cleansing balm
423,423,Kodak easy share camera!,3,Electronics/Cameras & Photography/Digital Cameras,Kodak,41.0,0,On hold!
424,424,Fitbit,1,Sports & Outdoors/Exercise/Fitness technology,Fitbit,60.0,1,No description yet
425,425,HELLO KITTY WATER BOTTLE & 2 TOUCH LAMPS,1,Handmade/Glass/Bottles,,22.0,0,"BRAND NEW WATER BOTTLE & 2 TOUCH SENSOR LAMPS WITH HELLO KITTY DECALS BY:MAYA. THE WATER BOTTLE IS TRITAN BRAND, BPA FREE, 25 FL. OZ. & FOR COLD DRINKS ONLY. THE WATER BOTTLE IS TRIMMED IN RED & HAS A HELLO KITTY FACE DECAL ON FRONT & A HELLO KITTY WORD DECAL ON THE BACK BOTH IN BURGUNDY RED. THE LAMPS HAVE A HELLO KITTY FACE DECALS ON THE FRONT & HELLO KITTY STICKERS ON THE BACK & SIDES. ONE LAMP HAS A BURGUNDY RED H. K. DECAL & ONE LAMP HAS A LIGHT PINK H. K. DECAL. THE LAMPS TAKE 2 DOUBLE A BATTERIES EACH(NOT INCLUDED). BUYER WILL RECEIVE ALL 3 ITEMS EXACTLY AS PICTURED. THIS IS MY ONLY SET AVAILABLE. THANKS FOR LOOKING. ☺ ***PRICE IS FIRM/NO LOWERING! ***NO SPLITTING! ***NO FREE SHIPPING! ***NO SUBSTITUTIONS! ***ASKING=BLOCKED! ****YOU MUST HAVE 5+ GREAT RATINGS TO BUY FROM MY CLOSET. NO EXCEPTIONS!"
426,426,Black Velvet Skater Dress,2,"Women/Dresses/Above Knee, Mini",,13.0,0,"Black velvet skater dress, size S. Ordered off Wanelo, so I don't know the brand. Open to offers! Sorry no free shipping."
427,427,Dress,3,Women/Dresses/Asymmetrical Hem,,10.0,1,"Yellowish dress Great condition No flaws Fits medium/large best ****ASK QUESTIONS BEFORE PURCHASING!**** ❗️I SHIP WITHIN 1-2 DAYS,USPS DELAYS A LOT❗️ ❗️PLEASE UNDERSTAND THAT SOME PACKAGES DO GET DAMAGED WHEN BEING SHIPPED,DUE TO BEING THROWN (USPS FAULT)❗️ ➡️SO PLEASE DON'T TAKE IT OUT ON ME.⬅️ -BUNDLE TO SAVE -RETURNING CUSTOMERS SAVE ❌HOLDS|❌TRY ONS !|❌TRADES ♡♡♡ First Come,First Serve *Shipping included in price*"
428,428,Rae Dunn Bon Appetite Bowl,1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,14.0,0,"Brand New, Hard to find Rae Dunn is known for its intentional imperfections. I ship quick and pack everything with extreme care and extra bubble wrap. Please see my other items. No returns or exchanges."
429,429,Oversized Grey & Gold Las Vegas Shirt L,3,Women/Tops & Blouses/T-Shirts,,8.0,0,"Super soft oversized Grey top with 'Welcome to Fabulous Las Vegas Nevada' in gold. In great, lightly worn condition. Tag the size large. Lostinbubbles"
430,430,White capris,2,Kids/Girls (4+)/Jeans,,12.0,0,"White capris -kids size 16 1/2 (about the equivalent of women's size 8) -inside adjustable pulls -never worn no flaws Questions? Read my profile bio most questions should be answered there if not, feel free to ask I always reply :)"
431,431,Victoria's Secret lounge sweatpants,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Victoria's Secret,20.0,0,"Black sweatpants by Victoria's Secret ""Angel"" loungewear. Drawstring waist with side pockets. Only worn once and washed."
432,432,"'Garbage"" tee",3,Men/Tops/T-shirts,,7.0,1,A black tee with white screen print g and garbage lettering Size m Good condition
433,433,Anastasia ultimate glow,1,Beauty/Makeup/Makeup Palettes,Sephora,22.0,0,New with box Authentic
434,434,Green Kappa Delta T Shirt,2,Women/Tops & Blouses/T-Shirts,,11.0,0,"Green and white short sleeved Kappa Delta T shirt. Greek letters are white, and there are also white bands on each of the sleeves. Made of cotton/polyester blend. Never been worn - basically brand new!"
435,435,FLASH SALE KKW Creme Lipstick,1,Beauty/Makeup/Lips,Kylie Cosmetics,15.0,1,HEADING TO THE POST OFFICE IN 20 MINUTES THIS SALE WILL BE TAKEN DOWN AFTER THAT The KKW Crème Liquid Lipstick has sheer to medium coverage that can be built based on your desired lip intensity. This unique créme formula contains moisturizing and hydrating ingredients that glide on for a luxurious and creamy finish. Gives a natural sheen while feeling ultra lightweight on the lips. Kylie
436,436,Cross chain,1,Women/Jewelry/Necklaces,,6.0,1,Silver with cubic zirconia crystals
437,437,3 pairs A.E. 32/32,2,Men/Jeans/Boot Cut,American Eagle,41.0,0,3 pairs boot cut
438,438,Kyrie 2,2,Men/Shoes/Athletic,Nike,61.0,0,Not worn too often. 9/10 condition. Lots of life left. No scuffs or markings.
439,439,Jaclyn Hill Palette,1,Beauty/Makeup/Makeup Palettes,Morphe Cosmetics,69.0,0,Brand new! Authentic!! Absolutely the most gorgeous color ever! Will ship the same day.
440,440,New Seattle Seahawks beanie,1,Men/Men's Accessories/Hats,New Era,18.0,1,Brand new one size fits all
441,441,Chocolate ABH Dipbrow,1,Beauty/Makeup/Eyes,,11.0,1,This item is 100% authentic. You should get your item within three days of purchase. If you have a question please leave a comment.
442,442,Bundle for lexi,1,Handmade/Paper Goods/Sticker,,7.0,1,"these are handmade NEW AND IMPROVED STICKER MAKING ‼️‼️shipped in envelope with stamp ‼️‼️ ✨✨✨please don't forget to rate me. i work very hard and spend lots of time on these, thank you✨✨ ❤️NO SMEARING ❤️PERMANENT ADHESIVE ❤️NO STICKING TOGETHER ❤️EVEN MORE WATER RESISTANT ❤️EVEN MORE GLOSSY ❤️IMPOSSIBLE TO RIP IF YOU WOULD LIKE TO DO BUNDLES (these bundles are for my [rm] sticker sets) 2 sets- [rm] 3 sets-[rm] 4 sets-[rm] 5 sets-[rm]"
443,443,Colourpop Lippie Stix in Konichiwa,1,Beauty/Makeup/Lips,ColourPop Cosmetics,7.0,0,Hello Kitty collection Tried on hand 2x but never used No box
444,444,35 thank you stickers free shipping,1,Other/Office supplies/Shipping Supplies,,3.0,1,Free shipping You'll receive 7 strips of 5 stickers on each
445,445,Milani Eyeshadow Pallettes,1,Beauty/Makeup/Eyes,Milani,8.0,1,Vital Brights Plum Basics Never used never opened nothing. Excellent shape
446,446,Rae Dunn Tea pot lid for Jleman,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,9.0,0,No description yet
447,447,Black & White Market Blouse,3,Women/Tops & Blouses/Blouse,White House Black Market,12.0,1,"Medium Great condition no flaws Stretchy , slinky material black V neck Open slits on sides of arms. Below waist,slightly flowy. Matches pants & shirt in other listing"
448,448,Lularoe tall and curvy legging,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,25.0,1,New with tag Tall and Curvy legging from Lularoe. Made in china
449,449,Women's Nike Sweatshirt Hoodie,3,Women/Sweaters/Hooded,Nike,24.0,0,Pre owned
450,450,CORAL forever 21 long dress size small,1,Women/Dresses/Full-Length,FOREVER 21,12.0,1,New Will fit medium
451,451,Brandy Bundle!!,2,Women/Tops & Blouses/T-Shirts,Brandy Melville,24.0,0,Brandy Bundle
452,452,Tide Pods,1,Other/Daily & Travel items/Household Supplies,,24.0,0,Brand New Factory Sealed Tide Pods (42 count) 2 for [rm] :D Price is firm
